Name RAJ2000 DEJ2000 LDD1 e_LDD1 LDD2 e_LDD2 LDDchi2 dLDD Simbad
"HIP 103548" "20 58 43.700" "+31 38 51.04" 0.092 0.006 0.110283 0.003094 1.31598 -3.0471768 Simbad
"HIP 103596" "20 59 24.619" "+42 19 28.08" 0.118 0.008 0.146123 0.004133 1.18859 -3.5154333 Simbad
"HIP 103736" "21 01 14.320" "+43 43 18.43" 0.064 0.004 0.081572 0.002289 0.94775 -4.3930150 Simbad
"HIP 103790" "21 01 54.881" "+57 45 55.15" 0.089 0.006 0.102959 0.003159 0.28058 -2.3264177 Simbad
"HIP 103798" "21 01 58.382" "+13 19 28.02" 0.074 0.005 0.084337 0.002758 0.21503 -2.0673783 Simbad
"HIP 103815" "21 02 14.778" "+30 31 18.93" 0.078 0.005 0.095128 0.002563 1.17344 -3.4256220 Simbad
"HIP 103827" "21 02 23.913" "+52 34 32.94" 0.048 0.003 0.058120 0.001633 0.48429 -3.3732018 Simbad
"HIP 103841" "21 02 29.022" "+63 10 10.66" 0.048 0.003 0.057741 0.001599 0.64056 -3.2468350 Simbad
"HIP 103878" "21 02 56.009" "+12 57 07.78" 0.066 0.005 0.077386 0.002358 0.45715 -2.2772624 Simbad
"HIP 103945" "21 03 38.448" "+45 22 04.57" 0.061 0.004 0.077827 0.002152 0.75860 -4.2067180 Simbad
"HIP 104102" "21 05 27.035" "+34 48 43.56" 0.077 0.005 0.087452 0.002393 1.29077 -2.0903602 Simbad
"HIP 104105" "21 05 29.265" "+78 07 35.01" 0.150 0.010 0.179260 0.005472 0.40605 -2.9259741 Simbad
"HIP 104127" "21 05 43.996" "+47 48 16.99" 0.083 0.006 0.099259 0.002716 0.69529 -2.7098594 Simbad
"HIP 104140" "21 05 56.911" "+45 43 03.37" 0.055 0.004 0.063427 0.001745 0.84776 -2.1066794 Simbad
"HIP 104283" "21 07 36.311" "+51 35 02.55" 0.095 0.007 0.110525 0.003116 1.23583 -2.2178547 Simbad
"HIP 104297" "21 07 44.694" "-17 27 21.25" 0.152 0.010 0.174280 0.005289 0.07387 -2.2280307 Simbad
"HIP 104313" "21 07 53.860" "-48 56 24.45" 0.122 0.008 0.141740 0.003843 0.53558 -2.4674840 Simbad
"HIP 104326" "21 08 01.089" "-46 29 34.99" 0.108 0.007 0.122953 0.003439 0.33801 -2.1361260 Simbad
"HIP 104372" "21 08 39.651" "+43 49 44.63" 0.053 0.004 0.070375 0.001908 1.61306 -4.3437934 Simbad
"HIP 104389" "21 08 51.507" "+01 47 15.15" 0.095 0.007 0.113985 0.003359 0.45929 -2.7121410 Simbad
"HIP 104414" "21 09 07.615" "+78 39 47.38" 0.108 0.007 0.123696 0.003962 0.27273 -2.2423190 Simbad
"HIP 104502" "21 10 07.498" "+65 41 10.56" 0.075 0.005 0.091186 0.002742 0.52414 -3.2371657 Simbad
"HIP 104516" "21 10 15.575" "+53 33 47.16" 0.158 0.011 0.196350 0.005467 0.90750 -3.4864044 Simbad
"HIP 104538" "21 10 31.315" "+10 02 56.11" 0.190 0.013 0.218230 0.006002 0.47648 -2.1715508 Simbad
"HIP 104647" "21 11 54.752" "+40 46 27.38" 0.050 0.003 0.066762 0.001816 1.42654 -5.5872116 Simbad
"HIP 104671" "21 12 06.940" "+45 42 12.59" 0.057 0.004 0.072610 0.002004 1.55038 -3.9024640 Simbad
"HIP 104737" "21 13 02.344" "+46 56 46.44" 0.068 0.005 0.082424 0.002306 1.27830 -2.8848262 Simbad
"HIP 104789" "21 13 43.736" "+48 03 41.27" 0.061 0.004 0.069260 0.002343 0.30633 -2.0649330 Simbad
"HIP 104839" "21 14 16.724" "-10 36 19.42" 0.106 0.007 0.131338 0.003939 0.50591 -3.6197250 Simbad
"HIP 104957" "21 15 35.684" "+78 35 53.56" 0.097 0.007 0.112908 0.003122 0.85777 -2.2725813 Simbad
"HIP 104977" "21 15 45.692" "+08 46 36.01" 0.073 0.005 0.083769 0.002393 0.32170 -2.1537795 Simbad
"HIP 105101" "21 17 23.183" "+42 41 00.86" 0.127 0.009 0.152621 0.004258 1.04509 -2.8467412 Simbad
"HIP 105108" "21 17 27.982" "+56 45 46.64" 0.077 0.005 0.090763 0.002490 0.95102 -2.7526038 Simbad
"HIP 105114" "21 17 34.290" "+31 09 17.40" 0.071 0.005 0.081711 0.002259 0.59945 -2.1421670 Simbad
"HIP 105138" "21 17 55.077" "+34 53 48.81" 0.309 0.021 0.262975 0.036082 0.15830 2.1916854 Simbad
"HIP 105148" "21 18 00.489" "-64 40 53.69" 0.127 0.009 0.149321 0.004245 0.80665 -2.4801576 Simbad
"HIP 105153" "21 18 02.910" "+46 51 26.29" 0.087 0.006 0.111038 0.003049 1.25825 -4.0063960 Simbad
"HIP 105237" "21 19 00.038" "+39 44 57.63" 0.117 0.008 0.140668 0.004133 0.72791 -2.9584615 Simbad
"HIP 105279" "21 19 26.791" "+58 53 28.11" 0.079 0.005 0.089195 0.002449 0.94950 -2.0390570 Simbad
"HIP 105282" "21 19 28.750" "+49 30 37.07" 0.141 0.010 0.166353 0.004674 0.96370 -2.5352940 Simbad
"HIP 105318" "21 19 51.427" "-27 12 32.91" 0.107 0.007 0.122107 0.003488 0.38188 -2.1581511 Simbad
"HIP 105344" "21 20 14.074" "+22 01 34.26" 0.107 0.007 0.131109 0.004008 0.24571 -3.4440808 Simbad
"HIP 105352" "21 20 20.544" "+33 29 07.56" 0.118 0.008 0.139497 0.003793 0.97573 -2.6870964 Simbad
"HIP 105380" "21 20 45.176" "+67 13 15.18" 0.081 0.006 0.100080 0.002767 0.58497 -3.1800294 Simbad
"HIP 105459" "21 21 39.716" "+50 50 16.07" 0.060 0.004 0.075135 0.002056 1.25361 -3.7838209 Simbad
"HIP 105559" "21 22 43.039" "+54 13 50.37" 0.077 0.005 0.089445 0.002425 1.09272 -2.4889470 Simbad
"HIP 105594" "21 23 17.409" "+64 59 58.44" 0.079 0.005 0.096148 0.002640 0.36247 -3.4295650 Simbad
"HIP 105595" "21 23 17.529" "+39 20 58.76" 0.090 0.006 0.102078 0.003379 0.47519 -2.0130203 Simbad
"HIP 105610" "21 23 25.261" "+65 02 02.58" 0.077 0.005 0.101462 0.002870 0.94433 -4.8923730 Simbad
"HIP 105659" "21 24 05.976" "+48 33 24.85" 0.082 0.006 0.098303 0.002833 0.93110 -2.7170827 Simbad
"HIP 105724" "21 24 48.103" "+25 52 49.65" 0.116 0.008 0.133835 0.003700 1.19097 -2.2293813 Simbad
"HIP 105738" "21 24 59.756" "+27 25 04.80" 0.086 0.006 0.111548 0.003060 1.17338 -4.2580290 Simbad
"HIP 105867" "21 26 29.089" "+52 44 52.64" 0.077 0.005 0.090442 0.002468 0.98144 -2.6884198 Simbad
"HIP 105891" "21 26 44.970" "+52 53 54.73" 0.123 0.009 0.153395 0.004338 1.11868 -3.3772647 Simbad
"HIP 105972" "21 27 46.142" "+66 48 32.75" 0.173 0.012 0.218183 0.006583 0.45921 -3.7652266 Simbad
"HIP 106009" "21 28 14.863" "+47 57 14.17" 0.060 0.004 0.072264 0.002044 0.66311 -3.0660450 Simbad
"HIP 106028" "21 28 31.660" "+50 26 43.30" 0.094 0.006 0.107875 0.002983 0.94424 -2.3124590 Simbad
"HIP 106167" "21 30 17.767" "+71 41 02.80" 0.057 0.004 0.068401 0.002085 0.37423 -2.8501534 Simbad
"HIP 106170" "21 30 18.936" "+48 23 27.04" 0.091 0.006 0.111600 0.003023 0.95382 -3.4333107 Simbad
"HIP 106193" "21 30 35.921" "+68 17 35.73" 0.093 0.006 0.115604 0.003552 0.36187 -3.7673054 Simbad
"HIP 106243" "21 31 09.628" "+12 08 14.91" 0.152 0.011 0.182158 0.005045 1.42777 -2.7416606 Simbad
"HIP 106293" "21 31 42.383" "+48 35 04.62" 0.110 0.008 0.135292 0.003815 1.06670 -3.1614583 Simbad
"HIP 106297" "21 31 44.650" "+48 29 03.67" 0.079 0.005 0.097266 0.002821 0.83911 -3.6532493 Simbad
"HIP 106341" "21 32 14.747" "+46 15 26.12" 0.083 0.006 0.103554 0.002799 1.08000 -3.4256465 Simbad
"HIP 106346" "21 32 17.070" "+48 26 37.78" 0.138 0.009 0.157258 0.004526 0.87086 -2.1397953 Simbad
"HIP 106413" "21 33 11.300" "+47 47 25.36" 0.053 0.004 0.065470 0.001792 0.74052 -3.1174242 Simbad
"HIP 106465" "21 33 47.073" "+33 12 52.03" 0.068 0.005 0.085500 0.002373 1.62651 -3.4999356 Simbad
"HIP 106564" "21 34 53.002" "-29 41 46.02" 0.115 0.008 0.136007 0.003835 0.45415 -2.6258724 Simbad
"HIP 106571" "21 35 00.431" "+47 05 23.68" 0.063 0.004 0.081390 0.002259 1.38276 -4.5974960 Simbad
"HIP 106572" "21 35 01.951" "+31 47 01.94" 0.104 0.007 0.118975 0.003225 1.41084 -2.1392255 Simbad
"HIP 106578" "21 35 08.639" "+43 42 11.88" 0.085 0.006 0.113762 0.003103 1.80431 -4.7936316 Simbad
"HIP 106768" "21 37 37.675" "-19 13 51.65" 0.073 0.005 0.087336 0.002444 0.48746 -2.8672755 Simbad
"HIP 106790" "21 37 48.669" "+39 19 01.83" 0.115 0.008 0.136019 0.003787 1.43513 -2.6274090 Simbad
"HIP 106800" "21 37 54.742" "-08 41 46.64" 0.047 0.003 0.057973 0.001693 0.93416 -3.6575794 Simbad
"HIP 106834" "21 38 17.020" "-69 37 48.62" 0.101 0.007 0.119907 0.003803 0.42809 -2.7009513 Simbad
"HIP 106844" "21 38 26.470" "+49 26 13.32" 0.047 0.003 0.057676 0.001608 0.89145 -3.5587537 Simbad
"HIP 106867" "21 38 40.636" "+18 58 32.13" 0.070 0.005 0.083416 0.002268 1.21981 -2.6832328 Simbad
"HIP 106970" "21 39 53.971" "+44 25 55.72" 0.120 0.008 0.138813 0.003787 1.01960 -2.3516202 Simbad
"HIP 107343" "21 44 28.457" "+29 11 38.59" 0.103 0.007 0.118937 0.003428 0.70825 -2.2766920 Simbad
"HIP 107411" "21 45 21.185" "+26 59 58.29" 0.087 0.006 0.104427 0.002979 0.95739 -2.9044201 Simbad
"HIP 107423" "21 45 28.829" "-71 00 31.86" 0.146 0.010 0.167873 0.005019 0.00057 -2.1873221 Simbad
"HIP 107459" "21 45 53.321" "+78 13 58.37" 0.101 0.007 0.121976 0.003439 0.77489 -2.9965904 Simbad
"HIP 107462" "21 45 56.463" "+25 35 00.31" 0.109 0.008 0.134706 0.003718 0.84072 -3.2131968 Simbad
"HIP 107469" "21 46 02.827" "+50 40 26.95" 0.101 0.007 0.119700 0.003321 1.24103 -2.6713684 Simbad
"HIP 107486" "21 46 14.732" "-71 05 04.98" 0.052 0.004 0.064427 0.001846 0.75059 -3.1066442 Simbad
"HIP 107506" "21 46 25.523" "+39 51 02.29" 0.068 0.005 0.078322 0.002349 0.17847 -2.0644100 Simbad
"HIP 107519" "21 46 32.289" "+48 37 30.13" 0.051 0.004 0.066950 0.001865 2.10052 -3.9875450 Simbad
"HIP 107535" "21 46 48.480" "-35 42 26.07" 0.057 0.004 0.065805 0.001974 0.72000 -2.2011929 Simbad
"HIP 107555" "21 47 00.849" "+70 09 03.17" 0.141 0.010 0.166038 0.004559 0.57155 -2.5037587 Simbad
"HIP 107643" "21 48 11.048" "+53 05 23.42" 0.085 0.006 0.098936 0.002746 1.08363 -2.3226278 Simbad
"HIP 107657" "21 48 23.512" "+32 47 46.26" 0.124 0.009 0.147149 0.004282 0.94854 -2.5720696 Simbad
"HIP 107664" "21 48 29.359" "+38 38 54.87" 0.136 0.009 0.166694 0.004779 1.12221 -3.4104870 Simbad
"HIP 107690" "21 48 54.434" "-56 16 26.43" 0.121 0.008 0.142368 0.004116 0.42421 -2.6710470 Simbad
"HIP 107769" "21 49 58.098" "+37 45 14.12" 0.062 0.004 0.070823 0.002023 0.46352 -2.2057330 Simbad
"HIP 107823" "21 50 38.568" "-83 57 39.60" 0.077 0.005 0.088371 0.002439 1.40586 -2.2741528 Simbad
"HIP 107834" "21 50 46.275" "-27 55 56.51" 0.073 0.005 0.086453 0.002412 0.56201 -2.6906416 Simbad
"HIP 107887" "21 51 34.249" "+19 49 36.06" 0.144 0.010 0.183002 0.005020 0.83454 -3.9002001 Simbad
"HIP 107940" "21 52 06.052" "+79 57 18.05" 0.059 0.004 0.070098 0.002209 0.55123 -2.7744248 Simbad
"HIP 107962" "21 52 21.250" "-03 10 28.76" 0.121 0.008 0.139259 0.003939 0.26104 -2.2824154 Simbad
"HIP 108027" "21 53 05.413" "+68 29 54.94" 0.097 0.007 0.112385 0.003169 0.94957 -2.1978276 Simbad
"HIP 108102" "21 54 10.374" "-04 16 34.26" 1.196 0.083 0.894926 0.077929 0.33776 3.6274023 Simbad
"HIP 108108" "21 54 12.369" "-17 34 43.25" 0.047 0.003 0.056281 0.001576 1.01510 -3.0936213 Simbad
"HIP 108114" "21 54 15.389" "+45 32 35.23" 0.058 0.004 0.067668 0.001885 0.78007 -2.4169030 Simbad
"HIP 108197" "21 55 12.303" "+47 27 01.92" 0.083 0.006 0.096667 0.002899 0.97420 -2.2777903 Simbad
"HIP 108348" "21 57 02.225" "+48 40 06.84" 0.108 0.007 0.134706 0.004134 0.54593 -3.8151517 Simbad
"HIP 108354" "21 57 04.833" "-76 12 40.81" 0.649 0.045 0.556853 0.048751 0.69943 2.0477083 Simbad
"HIP 108382" "21 57 27.759" "+48 02 20.04" 0.052 0.004 0.066618 0.002030 0.75496 -3.6544127 Simbad
"HIP 108401" "21 57 39.327" "+20 18 08.52" 0.098 0.007 0.113274 0.003529 0.32568 -2.1820152 Simbad
"HIP 108407" "21 57 41.625" "-08 34 54.32" 0.050 0.003 0.058955 0.001642 0.52807 -2.9849968 Simbad
"HIP 108608" "22 00 06.670" "+26 47 01.77" 0.070 0.005 0.085543 0.002629 0.31769 -3.1086044 Simbad
"HIP 108616" "22 00 11.853" "+19 54 41.11" 0.050 0.003 0.064035 0.001922 0.84252 -4.6782804 Simbad
"HIP 108626" "22 00 24.248" "-55 53 00.56" 0.161 0.011 0.183019 0.005848 0.10427 -2.0017068 Simbad
"HIP 108672" "22 00 54.924" "+31 32 03.39" 0.083 0.006 0.097042 0.003076 0.53792 -2.3403926 Simbad
"HIP 108704" "22 01 12.371" "+52 05 20.15" 0.059 0.004 0.069382 0.001949 0.58669 -2.5956016 Simbad
"HIP 108750" "22 01 46.687" "+39 12 15.22" 0.055 0.004 0.069926 0.002035 0.63835 -3.7314742 Simbad
"HIP 108814" "22 02 38.502" "+15 59 11.36" 0.115 0.008 0.142687 0.003880 1.64712 -3.4608326 Simbad
"HIP 108819" "22 02 44.353" "+42 48 52.24" 0.082 0.006 0.107681 0.003607 0.47116 -4.2801847 Simbad
"HIP 108864" "22 03 14.462" "+30 12 11.56" 0.097 0.007 0.119194 0.003319 0.60465 -3.1705487 Simbad
"HIP 108875" "22 03 19.032" "+11 23 11.58" 0.179 0.012 0.209679 0.005828 0.74044 -2.5565872 Simbad
"HIP 108879" "22 03 20.890" "+54 52 48.22" 0.098 0.007 0.114191 0.003365 0.58084 -2.3130581 Simbad
"HIP 108908" "22 03 39.095" "-29 20 47.63" 0.077 0.005 0.090994 0.002643 0.79614 -2.7987049 Simbad
"HIP 108938" "22 04 12.864" "+59 52 01.78" 0.119 0.008 0.138956 0.003842 0.92555 -2.4944823 Simbad
"HIP 109056" "22 05 34.675" "+28 57 50.33" 0.179 0.012 0.213457 0.006172 0.54227 -2.8714488 Simbad
"HIP 109057" "22 05 34.930" "+36 23 05.73" 0.065 0.005 0.079015 0.002254 1.10909 -2.8029770 Simbad
"HIP 109079" "22 05 50.449" "+45 06 45.02" 0.130 0.009 0.154164 0.004803 0.33780 -2.6849227 Simbad
"HIP 109124" "22 06 13.567" "+56 20 36.22" 0.121 0.008 0.153524 0.004215 1.08838 -4.0654680 Simbad
"HIP 109137" "22 06 24.597" "+25 09 04.98" 0.079 0.005 0.100284 0.002737 1.01753 -4.2567225 Simbad
"HIP 109157" "22 06 39.877" "+51 48 21.08" 0.076 0.005 0.102164 0.002829 1.61008 -5.2328706 Simbad
"HIP 109240" "22 07 50.304" "+21 42 10.53" 0.154 0.011 0.182456 0.005505 0.66797 -2.5869107 Simbad
"HIP 109275" "22 08 17.216" "+69 58 56.36" 0.073 0.005 0.088893 0.002486 1.07227 -3.1785028 Simbad
"HIP 109304" "22 08 41.835" "+47 56 00.73" 0.108 0.007 0.130796 0.003719 0.81736 -3.2565837 Simbad
"HIP 109352" "22 09 13.634" "+33 10 20.42" 1.150 0.079 0.987497 0.121303 0.20080 2.0569978 Simbad
"HIP 109389" "22 09 40.127" "+73 23 27.24" 0.062 0.004 0.070664 0.002001 0.95185 -2.1659880 Simbad
"HIP 109434" "22 10 15.301" "+72 06 40.55" 0.125 0.009 0.157272 0.004449 0.92150 -3.5857410 Simbad
"HIP 109456" "22 10 29.900" "+19 36 24.05" 0.069 0.005 0.080629 0.002238 0.61736 -2.3258420 Simbad
"HIP 109514" "22 11 04.817" "+48 40 38.59" 0.114 0.008 0.137563 0.003860 1.29959 -2.9453626 Simbad
"HIP 109589" "22 11 59.652" "+26 02 01.07" 0.069 0.005 0.081565 0.002264 0.48342 -2.5130882 Simbad
"HIP 109591" "22 12 01.802" "+47 05 44.27" 0.125 0.009 0.148697 0.004111 1.58998 -2.6329541 Simbad
"HIP 109661" "22 12 53.917" "+68 58 59.88" 0.086 0.006 0.106170 0.003548 0.25487 -3.3616176 Simbad
"HIP 109724" "22 13 35.092" "+70 08 27.50" 0.073 0.005 0.084193 0.002355 0.53448 -2.2385120 Simbad
"HIP 109746" "22 13 49.704" "+63 09 44.42" 0.141 0.010 0.167529 0.004867 0.64871 -2.6529417 Simbad
"HIP 109831" "22 14 44.370" "+42 57 14.08" 0.209 0.014 0.248881 0.006899 0.80379 -2.8486667 Simbad
"HIP 109893" "22 15 29.194" "+43 44 53.35" 0.082 0.006 0.098246 0.002726 0.63361 -2.7077360 Simbad
"HIP 110021" "22 17 01.057" "+56 10 35.74" 0.129 0.009 0.148924 0.004146 0.57125 -2.2137580 Simbad
"HIP 110356" "22 21 03.889" "+55 59 08.99" 0.054 0.004 0.071429 0.002207 0.89051 -4.3571634 Simbad
"HIP 110361" "22 21 08.105" "+48 14 23.96" 0.083 0.006 0.097830 0.002705 0.96703 -2.4717090 Simbad
"HIP 110395" "22 21 39.377" "-01 23 14.40" 0.415 0.029 0.481509 0.039572 0.01525 -2.2934163 Simbad
"HIP 110399" "22 21 42.895" "+70 15 29.46" 0.078 0.005 0.090768 0.002519 1.44393 -2.5535002 Simbad
"HIP 110408" "22 21 50.871" "+42 04 41.37" 0.107 0.007 0.122596 0.003836 0.11824 -2.2280216 Simbad
"HIP 110434" "22 22 05.215" "+15 39 05.28" 0.128 0.009 0.147718 0.004084 0.81180 -2.1908467 Simbad
"HIP 110573" "22 24 00.493" "+15 16 53.30" 0.103 0.007 0.126617 0.003678 1.23976 -3.3738995 Simbad
"HIP 110801" "22 26 53.912" "+73 34 29.14" 0.062 0.004 0.081470 0.002196 1.12779 -4.8674380 Simbad
"HIP 110807" "22 26 59.177" "+56 26 00.82" 0.102 0.007 0.122590 0.003467 0.86392 -2.9414400 Simbad
"HIP 110913" "22 28 13.920" "+24 47 33.38" 0.110 0.008 0.133531 0.003643 1.13141 -2.9413903 Simbad
"HIP 110988" "22 29 09.248" "+58 24 14.76" 0.136 0.009 0.155565 0.004649 0.79238 -2.1738875 Simbad
"HIP 111041" "22 29 44.036" "+35 43 32.27" 0.152 0.010 0.175097 0.004717 0.68277 -2.3096905 Simbad
"HIP 111085" "22 30 15.745" "-42 17 27.85" 0.105 0.007 0.122277 0.003351 0.45409 -2.4681165 Simbad
"HIP 111147" "22 31 05.788" "+50 21 52.99" 0.067 0.005 0.084276 0.002464 0.50032 -3.4551368 Simbad
"HIP 111169" "22 31 17.501" "+50 16 56.97" 0.473 0.033 0.550426 0.051402 0.01358 -2.3462484 Simbad
"HIP 111197" "22 31 38.525" "+51 14 29.19" 0.077 0.005 0.087871 0.002412 1.64419 -2.1742702 Simbad
"HIP 111242" "22 32 16.226" "+76 13 35.19" 0.227 0.016 0.268439 0.007383 0.80513 -2.5899390 Simbad
"HIP 111360" "22 33 37.587" "+46 33 54.97" 0.094 0.006 0.108099 0.002989 1.23001 -2.3497850 Simbad
"HIP 111491" "22 35 18.108" "+43 40 51.87" 0.045 0.003 0.059804 0.001636 0.88259 -4.9347854 Simbad
"HIP 111625" "22 36 47.587" "+54 25 24.10" 0.075 0.005 0.093263 0.002748 0.62942 -3.6526890 Simbad
"HIP 111638" "22 36 56.923" "+51 06 40.22" 0.064 0.004 0.076336 0.002201 0.55201 -3.0840857 Simbad
"HIP 111674" "22 37 22.418" "+51 32 42.44" 0.603 0.042 0.694818 0.050495 0.93677 -2.1861367 Simbad
"HIP 111836" "22 39 12.087" "+29 24 31.03" 0.069 0.005 0.083252 0.002069 1.12791 -2.8504388 Simbad
"HIP 111849" "22 39 22.897" "+75 39 27.46" 0.056 0.004 0.073907 0.002043 1.12051 -4.4767370 Simbad
"HIP 111884" "22 39 47.011" "+19 40 52.05" 0.168 0.012 0.194179 0.005551 1.16567 -2.1815672 Simbad
"HIP 111954" "22 40 39.344" "-27 02 37.02" 0.340 0.023 0.395187 0.039181 0.03512 -2.3994381 Simbad
"HIP 111962" "22 40 45.168" "+78 01 19.57" 0.073 0.005 0.084893 0.002374 0.28845 -2.3786976 Simbad
"HIP 112025" "22 41 26.414" "+73 15 25.03" 0.081 0.006 0.098356 0.002700 0.94644 -2.8925936 Simbad
"HIP 112093" "22 42 15.715" "+57 36 29.37" 0.064 0.004 0.076151 0.002576 0.43278 -3.0377320 Simbad
"HIP 112111" "22 42 32.237" "-12 33 34.97" 0.082 0.006 0.095210 0.003042 0.44967 -2.2016850 Simbad
"HIP 112141" "22 42 55.063" "+58 25 35.58" 0.072 0.005 0.085038 0.002377 0.52859 -2.6076868 Simbad
"HIP 112152" "22 42 57.967" "+27 59 19.06" 0.084 0.006 0.102742 0.002883 1.35108 -3.1237490 Simbad
"HIP 112351" "22 45 24.482" "+44 45 08.75" 0.098 0.007 0.121436 0.003334 1.11305 -3.3480694 Simbad
"HIP 112734" "22 49 47.627" "+54 50 48.52" 0.079 0.005 0.091361 0.002576 1.24223 -2.4722576 Simbad
"HIP 112738" "22 49 54.615" "+75 09 44.18" 0.069 0.005 0.090895 0.002513 1.29620 -4.3789610 Simbad
"HIP 112781" "22 50 22.815" "-80 07 25.85" 0.171 0.012 0.196536 0.006096 0.47753 -2.1280336 Simbad
"HIP 112801" "22 50 37.962" "+32 26 35.69" 0.063 0.004 0.075372 0.002108 1.67035 -3.0930245 Simbad
"HIP 112905" "22 51 49.425" "+41 18 46.68" 0.107 0.007 0.128778 0.003536 1.23030 -3.1111655 Simbad
"HIP 112981" "22 52 49.359" "+46 32 54.28" 0.103 0.007 0.131511 0.003588 1.23763 -4.0729556 Simbad
"HIP 113147" "22 54 44.803" "+31 28 43.51" 0.086 0.006 0.106271 0.002972 1.22347 -3.3784620 Simbad
"HIP 113157" "22 54 51.699" "+71 21 19.73" 0.061 0.004 0.073330 0.002019 0.56795 -3.0824327 Simbad
"HIP 113222" "22 55 44.507" "+36 21 05.00" 0.173 0.012 0.198043 0.005600 0.56515 -2.0869076 Simbad
"HIP 113255" "22 56 03.376" "+58 11 45.05" 0.088 0.006 0.113420 0.003980 0.70003 -4.2367120 Simbad
"HIP 113327" "22 57 04.502" "+48 41 02.64" 0.252 0.017 0.215380 0.006873 4.24188 2.1541250 Simbad
"HIP 113720" "23 01 53.363" "+47 57 18.97" 0.077 0.005 0.097758 0.002703 1.06708 -4.1515574 Simbad
"HIP 113821" "23 02 56.790" "-47 50 53.96" 0.118 0.008 0.138575 0.003838 0.74751 -2.5718918 Simbad
"HIP 113869" "23 03 35.435" "+23 22 43.00" 0.091 0.006 0.105869 0.002881 1.10700 -2.4782160 Simbad
"HIP 114031" "23 05 33.042" "+14 57 32.62" 0.124 0.009 0.142170 0.003854 1.47417 -2.0189204 Simbad
"HIP 114078" "23 06 16.679" "+75 34 53.06" 0.132 0.009 0.151259 0.004549 0.22187 -2.1398814 Simbad
"HIP 114106" "23 06 37.053" "+42 39 26.49" 0.054 0.004 0.063427 0.001900 0.86147 -2.3568450 Simbad
"HIP 114178" "23 07 20.413" "+80 38 15.24" 0.061 0.004 0.078034 0.002226 0.33489 -4.2584170 Simbad
"HIP 114332" "23 09 20.185" "+61 39 22.94" 0.075 0.005 0.095245 0.002578 1.33441 -4.0490346 Simbad
"HIP 114336" "23 09 22.681" "+18 44 09.32" 0.117 0.008 0.135868 0.003910 0.72654 -2.3584979 Simbad
"HIP 114618" "23 13 12.489" "-02 03 44.06" 0.105 0.007 0.088032 0.002207 0.08067 2.4239569 Simbad
"HIP 114662" "23 13 39.225" "+75 14 09.61" 0.056 0.004 0.067930 0.001943 0.76129 -2.9823778 Simbad
"HIP 114697" "23 14 04.334" "+84 14 32.67" 0.062 0.004 0.079672 0.003036 0.20191 -4.4179630 Simbad
"HIP 114745" "23 14 37.105" "+74 13 52.56" 0.180 0.012 0.213797 0.007691 0.28187 -2.8164077 Simbad
"HIP 114774" "23 14 57.904" "+28 04 14.98" 0.104 0.007 0.121802 0.003380 0.83246 -2.5431705 Simbad
"HIP 114781" "23 15 01.221" "+46 31 27.44" 0.104 0.007 0.125348 0.003720 0.65482 -3.0496652 Simbad
"HIP 114828" "23 15 36.430" "+79 13 58.32" 0.085 0.006 0.097063 0.002760 0.44046 -2.0104473 Simbad
"HIP 114984" "23 17 18.898" "+75 17 56.49" 0.166 0.011 0.194229 0.005907 0.07230 -2.5662997 Simbad
"HIP 115033" "23 17 54.215" "-09 10 57.08" 0.265 0.018 0.318862 0.009343 0.06508 -2.9923322 Simbad
"HIP 115140" "23 19 23.636" "+26 28 52.33" 0.068 0.005 0.084362 0.002295 1.31018 -3.2723950 Simbad
"HIP 115145" "23 19 24.489" "+35 49 30.47" 0.118 0.008 0.138089 0.003768 1.49291 -2.5110745 Simbad
"HIP 115148" "23 19 27.414" "+34 47 35.46" 0.131 0.009 0.157039 0.004349 1.99544 -2.8932030 Simbad
"HIP 115172" "23 19 41.413" "+23 49 30.93" 0.081 0.006 0.103419 0.002981 0.92608 -3.7365642 Simbad
"HIP 115304" "23 21 11.988" "+64 44 26.42" 0.092 0.006 0.107430 0.003065 1.15849 -2.5717156 Simbad
"HIP 115551" "23 24 21.799" "+06 11 10.63" 0.084 0.006 0.106085 0.002933 1.31168 -3.6808786 Simbad
"HIP 115583" "23 24 45.394" "+25 29 47.00" 0.075 0.005 0.095646 0.002765 1.08909 -4.1291420 Simbad
"HIP 115591" "23 24 50.833" "+32 23 05.58" 0.179 0.012 0.220757 0.006061 0.56736 -3.4797823 Simbad
"HIP 115667" "23 26 01.000" "+39 20 22.19" 0.108 0.007 0.127989 0.003450 0.99054 -2.8555872 Simbad
"HIP 115701" "23 26 30.965" "+31 44 49.45" 0.078 0.005 0.089873 0.002437 0.76749 -2.3746760 Simbad
"HIP 115759" "23 27 09.109" "-50 09 26.08" 0.136 0.009 0.160100 0.004766 0.45987 -2.6778216 Simbad
"HIP 115806" "23 27 40.387" "+25 10 02.21" 0.160 0.011 0.192191 0.005314 0.94437 -2.9264228 Simbad
"HIP 115841" "23 28 05.825" "+61 55 13.24" 0.059 0.004 0.069378 0.002034 0.77433 -2.5945454 Simbad
"HIP 115902" "23 28 57.625" "+75 13 31.52" 0.132 0.009 0.157916 0.004416 0.75807 -2.8795120 Simbad
"HIP 116044" "23 30 49.202" "+62 17 19.12" 0.086 0.006 0.099759 0.002790 1.53754 -2.2932240 Simbad
